movieId;title;genres
70336;G.I. Joe: The Rise of Cobra (2009);Action|Adventure|Sci-Fi|Thriller
70342;S칠raphine (2008);Drama|War
70344;Cold Souls (2009);Comedy|Drama
70355;Daddy Nostalgia (Daddy Nostalgie) (1990);Drama
70361;12 Rounds (2009);Action|Thriller
70377;Where Danger Lives (1950);Drama|Film-Noir|Romance|Thriller
70451;Max Manus (2008);Action|Drama|War
70533;Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekij칪ban: Jo) (2007);Action|Animation|Sci-Fi
70545;Deal, The (2008);Comedy
70562;Ramen Girl, The (2008);Comedy|Drama|Romance
70565;Goods: Live Hard, Sell Hard, The (2009);Comedy
70567;Adam (2009);Drama|Romance
70595;Next Stop, Greenwich Village (1976);Comedy
70599;Time Traveler's Wife, The (2009);Drama|Romance|Sci-Fi
70656;Harvard Beats Yale 29-29 (2008);Documentary
70663;I Love You, Beth Cooper (2009);Comedy|Romance
70670;Second Wind (Le deuxi칟me souffle) (Second Breath) (1966);Crime|Drama|Film-Noir
70689;Mystery Street (1950);Crime|Drama|Film-Noir
70706;Fighting (2009);Action|Drama
70726;Adoration (2008);Drama
70728;Bronson (2009);Action|Comedy|Drama|Thriller
70792;Vengeance Valley (1951);Western
70846;Lorna's Silence (Le silence de Lorna) (2008);Drama
70849;Doulos, Le (1962);Crime|Thriller
70862;It Might Get Loud (2008);Documentary
70912;Goodbye Solo (2008);Drama
70932;My Life in Ruins (2009);Comedy
70946;Troll 2 (1990);Fantasy|Horror
70958;Paris 36 (Faubourg 36) (2008);Drama|Musical|Romance
70976;Romance of Astrea and Celadon, The (Les amours d'Astr칠e et de C칠ladon) (2007);Drama|Romance
70984;Taking Woodstock (2009);Comedy
70994;Halloween II (2009);Horror|Thriller
71011;Five Graves to Cairo (1943);Thriller|War
71014;Dark Corner, The (1946);Crime|Drama|Film-Noir
71017;Full Body Massage (1995);Drama
71033;Secret in Their Eyes, The (El secreto de sus ojos) (2009);Crime|Drama|Mystery|Romance|Thriller
71057;9 (2009);Adventure|Animation|Sci-Fi
71106;Frequently Asked Questions About Time Travel (2009);Comedy|Sci-Fi
71108;White Ribbon, The (Das wei?e Band) (2009);Drama|Mystery
71129;Green Lantern: First Flight (2009);Action|Adventure|Animation|Fantasy|Sci-Fi
71131;Most Hated Family in America, The (2007);Documentary
71135;Pandorum (2009);Horror|Sci-Fi|Thriller
71139;Para칤so Travel (2008);Adventure|Drama|Romance
71156;Men Who Stare at Goats, The (2009);Action|Comedy|Drama
71184;Valentino: The Last Emperor (2008);Documentary
71205;Jennifer's Body (2009);Comedy|Horror|Sci-Fi|Thriller
71211;Informant!, The (2009);Comedy|Crime|Drama|Thriller
71239;Br칮ken, The (a.k.a. Broken, The) (2008);Drama|Horror|Thriller
71241;Tall Men, The (1955);Action|Adventure|Drama|Romance|Western
71248;Extract (2009);Comedy
71252;Final Destination, The (Final Destination 4) (Final Destination in 3-D, The) (2009);Horror|Thriller
71254;Gamer (2009);Action|Sci-Fi|Thriller
71264;Cloudy with a Chance of Meatballs (2009);Animation|Children|Fantasy|IMAX
71282;Food, Inc. (2008);Documentary
71285;Beeswax (2009);Comedy|Drama
71302;Attack of the 50 Foot Woman (1958);Comedy|Sci-Fi
71304;Thirst (Bakjwi) (2009);Drama|Horror
71318;Terra (a.k.a. Battle for Terra) (2007);Adventure|Animation|Sci-Fi
71325;Love Happens (2009);Comedy|Drama|Romance
71327;Bright Star (2009);Drama|Romance
71374;Hellraiser: Hellworld (2005);Horror
71379;Paranormal Activity (2009);Horror|Thriller
71429;World's Greatest Dad (2009);Comedy|Drama
71438;Still Walking (Aruitemo aruitemo) (2008);Drama
71450;Capitalism: A Love Story (2009);Documentary
71462;Cove, The (2009);Documentary
71464;Serious Man, A (2009);Comedy|Drama
71466;City Island (2009);Comedy|Drama
71468;Ink (2009);Action|Fantasy|Sci-Fi
71482;Yatterman (Yatt칙man) (2009);Action|Comedy|Fantasy
71484;Metropia (2009);Animation|Sci-Fi
71490;Grace (2009);Drama|Horror|Thriller
71500;Trick 'r Treat (2007);Comedy|Horror|Thriller
71518;Whip It (2009);Comedy|Drama
71520;Invention of Lying, The (2009);Comedy
71530;Surrogates (2009);Action|Sci-Fi|Thriller
71535;Zombieland (2009);Action|Comedy|Horror
71542;September Issue, The (2009);Documentary
71550;Assassination of a High School President (2008);Comedy|Drama|Mystery
71571;Sorority Row (2009);Horror|Thriller
71573;Whiteout (2009);Action|Crime|Drama|Mystery|Thriller
71575;Rudo y Cursi (Rough and Vulgar) (2008);Comedy|Drama
71579;Education, An (2009);Drama|Romance
71619;Coco Before Chanel (Coco avant Chanel) (2009);Drama
71668;Couples Retreat (2009);Comedy|Romance
71670;All About Steve (2009);Comedy
71691;Fifty Dead Men Walking (2008);Action|Drama|Thriller
71700;Deadgirl (2008);Horror
71732;I Sell the Dead (2008);Comedy|Horror
71738;Shanghai Gesture, The (1941);Drama|Film-Noir
71745;Where the Wild Things Are (2009);Adventure|Children|Drama|Fantasy|IMAX
71823;New York, I Love You (2009);Drama|Romance
71838;Law Abiding Citizen (2009);Drama|Thriller
71840;Flame and the Arrow, The (1950);Action|Adventure|Romance
71876;Amelia (2009);Drama
71878;Stepfather, The (2009);Horror|Thriller
71899;Mary and Max (2009);Animation|Comedy|Drama
71902;Spread (2009);Drama|Romance
71910;Tournament, The (2009);Action
71926;Boys Are Back, The (2009);Comedy|Drama
71928;Cairo Time (2009);Drama|Romance
71936;There's Always Tomorrow (1956);Drama
71991;Afterschool (2008);Drama
72011;Up in the Air (2009);Drama|Romance
72039;35 Shots of Rum (35 rhums) (2008);Drama
72043;Monsters vs Aliens: Mutant Pumpkins from Outer Space (2009);Animation|Comedy|Sci-Fi
72117;Mis칠rables, Les (1935);Drama|Romance
72129;Saw VI (2009);Crime|Horror|Mystery|Thriller
72142;Love Exposure (Ai No Mukidashi) (2008);Action|Comedy|Drama|Romance
72165;Cirque du Freak: The Vampire's Assistant (2009);Action|Adventure|Comedy|Fantasy|Horror|Thriller
72167;Boondock Saints II: All Saints Day, The (2009);Action|Crime|Drama|Thriller
72169;Good Hair (2009);Comedy|Documentary
72171;Black Dynamite (2009);Action|Comedy
72176;Big Fan (2009);Comedy|Crime|Drama
72209;Astro Boy (2009);Action|Animation|Children|Sci-Fi
72226;Fantastic Mr. Fox (2009);Adventure|Animation|Children|Comedy|Crime
72249;Coco Chanel & Igor Stravinsky (2009);Drama|Romance
72294;Christmas Carol, A (2009);Animation|Children|Drama|Fantasy|IMAX
72308;Battlestar Galactica: The Plan (2009);Action|Adventure|Drama|Sci-Fi
72356;Partly Cloudy (2009);Animation|Children|Comedy|Fantasy
72367;Grey Gardens (2009);Drama
72378;2012 (2009);Action|Drama|Sci-Fi|Thriller
72380;Box, The (2009);Drama|Horror|Mystery|Sci-Fi|Thriller
72386;Broken Embraces (Los abrazos rotos) (2009);Drama|Romance|Thriller
72393;Fourth Kind, The (2009);Horror|Mystery|Sci-Fi|Thriller
72395;Precious (2009);Drama
72400;Undercover Man (1949);Crime|Drama|Film-Noir|Romance
72405;Bad Lieutenant: Port of Call New Orleans (2009);Crime|Drama
72407;Twilight Saga: New Moon, The (2009);Drama|Fantasy|Horror|Romance|Thriller
72479;Messenger, The (2009);Drama|Romance|War
72489;Ninja Assassin (2009);Action|Crime|Drama|Thriller
72491;Police, Adjective (Politist, adj.) (2009);Comedy|Crime|Drama
72552;Oxford Blues (1984);Comedy|Drama
72554;Cell 211 (Celda 211) (2009);Action|Drama
72557;Film with Me in It, A (2008);Comedy|Thriller
72559;Last Remake of Beau Geste, The (1977);Adventure|Comedy
72585;Carnival in Flanders (La kermesse h칠ro칦que) (1935);Comedy|Romance
72601;Teenage Mutant Ninja Turtles: Turtles Forever (2009);Action|Adventure|Animation|Comedy|Thriller
72603;Merry Madagascar (2009);Animation
72605;Brothers (2009);Drama|Thriller|War
72630;Sleep Dealer (2008);Sci-Fi
72641;Blind Side, The  (2009);Drama
72670;Asylum (2008);Horror|Thriller
72694;Shrink (2009);Drama
72696;Old Dogs (2009);Comedy
72701;Planet 51 (2009);Adventure|Animation|Children|Comedy|Sci-Fi
72703;Me and Orson Welles (2008);Drama
72712;Objectified (2009);Documentary
72718;Trucker (2008);Drama
72720;Single Man, A (2009);Drama
72731;Lovely Bones, The (2009);Crime|Drama|Fantasy|Horror|Thriller
72733;Invictus (2009);Drama
72737;Princess and the Frog, The (2009);Animation|Children|Fantasy|Musical|Romance
72741;Everybody's Fine (2009);Drama
72751;Two Rode Together (1961);Western
72762;Armored (2009);Action|Drama|Thriller
72777;Invaders from Mars (1986);Horror|Sci-Fi
72854;Saga of Gosta Berling, The (G칬sta Berlings saga) (1924);Drama|Romance
72874;Peacekeeper, The (1997);Action
72899;Blissfully Yours (Sud sanaeha) (2002);Drama|Romance
72919;Did You Hear About the Morgans? (2009);Comedy|Crime|Drama|Romance
72980;Veronika Decides to Die (2009);Drama|Romance
72982;Alice (2009);Action|Adventure|Fantasy
72998;Avatar (2009);Action|Adventure|Sci-Fi|IMAX
73000;Nine (2009);Drama|Musical|Romance
73015;It's Complicated (2009);Comedy|Romance
73017;Sherlock Holmes (2009);Action|Crime|Mystery|Thriller
73023;Crazy Heart (2009);Drama|Romance
73027;Last Station, The (2009);Drama
73042;Alvin and the Chipmunks: The Squeakquel (2009);Animation|Children|Comedy|Musical
73049;Uncertainty (2009);Action|Crime|Drama|Fantasy|Romance
73086;Fallen Sparrow, The (1943);Film-Noir|Thriller
73089;Beyond a Reasonable Doubt (2009);Drama|Mystery
73101;Looking for Eric (2009);Comedy|Drama|Fantasy
73106;American Pie Presents: The Book of Love (American Pie 7: The Book of Love) (2009);Comedy
73109;Trapeze (1956);Drama
73117;Marriage Italian Style (Matrimonio all'italiana) (1964);Comedy|Drama|Romance
73168;Carriers (2009);Drama|Horror|Thriller
73183;Friends of Eddie Coyle, The (1973);Crime|Drama|Thriller
73211;Pontypool (2008);Horror|Thriller
73261;Sun Also Rises, The (1957);Drama
73266;Youth in Revolt (2009);Comedy|Drama|Romance
73268;Daybreakers (2010);Action|Drama|Horror|Thriller
73286;Diamond Dogs (2007);Action|Adventure
73290;Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) (2009);Drama
73319;Leap Year (2010);Comedy|Romance
73321;Book of Eli, The (2010);Action|Adventure|Drama
73323;Girl Who Kicked the Hornet's Nest, The (Luftslottet som spr칛ngdes) (2009);Action|Crime|Mystery
73330;Hickey and Boggs (1972);Crime|Drama|Film-Noir|Thriller
73339;Innocent, The (Innocente, L') (1976);Drama|Romance
73344;Prophet, A (Un Proph칟te) (2009);Crime|Drama
73392;Collapse (2009);Documentary
73413;My One and Only (2009);Comedy|Drama
73431;Maiden Heist, The (2009);Comedy|Crime
73442;Hidden Agenda (2001);Action|Mystery|Thriller
73462;Ernest Goes to School (1994);Children|Comedy|Drama
73469;Mr. Warmth: The Don Rickles Project (2007);Documentary
73494;Theodora Goes Wild (1936);Comedy|Romance
73511;Horsemen (2009);Crime|Drama|Horror|Mystery|Thriller
73523;Jerichow (2008);Drama
73608;Heat (1972);Comedy|Drama|Romance
73681;Concert, Le (2009);Comedy|Drama
73718;Other Man, The (2008);Drama
73804;Asterix at the Olympic Games (Ast칠rix aux jeux olympiques) (2008);Adventure|Children|Comedy|Fantasy
73808;Chaser, The (Chugyeogja) (2008);Crime|Drama|Thriller
73854;Rudolph, the Red-Nosed Reindeer (1964);Adventure|Animation|Children|Fantasy|Musical
73860;Nowhere Boy (2009);Drama
73870;Thaw, The (2009);Horror|Sci-Fi|Thriller
73874;Blood and Bone (2009);Action|Drama
73881;3 Idiots (2009);Comedy|Drama|Romance
73912;Genevieve (1953);Comedy
73914;Sometimes a Great Notion (1970);Action|Adventure|Drama
73929;Legion (2010);Action|Fantasy|Horror|Thriller
73954;Air Force (1943);Action|Drama|War
73981;Man Hunt (1941);Crime|Drama|Thriller
73983;Maid, The (Nana, La) (2009);Drama
74089;Peter Pan (1960);Children|Fantasy|Musical
74095;Wicked City (Y칪j칱 toshi) (1987);Animation|Fantasy|Horror|Sci-Fi
74131;Extraordinary Measures (2010);Drama
74144;Crime and Punishment (1935);Drama
74152;Zach Galifianakis: Live at the Purple Onion (2006);Comedy|Documentary
74154;When in Rome (2010);Comedy|Romance
74156;Edge of Darkness (2010);Drama|Thriller
74228;Triangle (2009);Drama|Horror|Mystery|Thriller
74263;Dangerous (1935);Drama
74275;I Love You Phillip Morris (2009);Comedy|Drama|Romance
74297;Electric Shadows (Meng ying tong nian) (2004);Drama
74324;Temple Grandin (2010);Drama
74355;Serious Moonlight (2009);Comedy|Crime|Drama|Romance
74370;House of the Devil, The (2009);Horror|Thriller
74382;Black Legion (1937);Crime|Drama
74416;Fish Tank (2009);Drama
74450;Valentine's Day (2010);Comedy|Romance
74452;Wolfman, The (2010);Horror|Thriller
74458;Shutter Island (2010);Drama|Mystery|Thriller
74475;Headless Woman, The (Mujer sin cabeza, La) (2008);Drama|Mystery|Thriller
74488;Ondine (2009);Drama|Fantasy|Romance
74508;Persuasion (2007);Drama|Romance
74510;Girl Who Played with Fire, The (Flickan som lekte med elden) (2009);Action|Crime|Drama|Mystery|Thriller
74530;Percy Jackson & the Olympians: The Lightning Thief (2010);Adventure|Fantasy
74532;Cop Out (2010);Action|Comedy|Crime
74541;Trailer Park Boys: Countdown to Liquor Day (2009);Comedy|Crime
74545;Ghost Writer, The (2010);Drama|Mystery|Thriller
74547;Darling Lili (1970);Drama|War
74553;Secret of Kells, The (2009);Animation|Fantasy
74575;Secret of Santa Vittoria, The (1969);Comedy|Drama|War
74580;Spy Next Door, The (2010);Action|Children|Comedy
74582;I Hope They Serve Beer in Hell (2009);Comedy
74590;House on 92nd Street, The (1945);Drama|Film-Noir
74613;Therese Raquin (a.k.a. Adultress, The) (1953);Crime|Drama|Romance
74624;Agora (2009);Adventure|Drama|Romance
74647;Motherhood (2009);Comedy
74653;Shinjuku Incident (San suk si gin) (2009);Crime|Drama|Thriller
74668;District 13: Ultimatum (Banlieue 13 - Ultimatum) (2009);Action|Sci-Fi
74677;Yes Men Fix the World, The (2009);Documentary
74685;Crazies, The (2010);Action|Drama|Horror|Sci-Fi|Thriller
74688;Dear John (2010);Drama|Romance|War
74698;Tooth Fairy (2010);Comedy|Fantasy
74701;Of Time and the City (2008);Documentary
74727;Gentlemen of Fortune (Dzhentlmeny udachi) (1972);Comedy|Crime|Drama|Mystery
74731;Eden Log (2007);Horror|Mystery|Sci-Fi|Thriller
74740;Fermat's Room (La habitaci칩n de Fermat) (2007);Mystery|Thriller
74750;[REC]� (2009);Horror|Thriller
74752;Cabin Fever 2: Spring Fever (2009);Horror|Thriller
74789;Alice in Wonderland (2010);Adventure|Fantasy|IMAX
74795;Green Zone (2010);Action|Drama|Thriller|War
74818;44 Inch Chest (2009);Crime|Drama
74827;Ajami (2009);Crime|Drama
74851;From Paris with Love (2010);Action|Crime
74864;Road Trip: Beer Pong (2009);Comedy
74868;Dorian Gray (2009);Drama|Horror|Sci-Fi
74916;Greenberg (2010);Comedy|Drama
74944;Brooklyn's Finest (2010);Crime|Drama|Thriller
74946;She's Out of My League (2010);Comedy
74948;Harry Brown (2009);Crime|Drama|Thriller
74967;Mysteries of Pittsburgh, The (2008);Adventure|Comedy|Drama
75341;Remember Me (2010);Drama|Romance
75345;Failan (2001);Drama|Romance
75374;Joy Ride 2: Dead Ahead (2008);Action|Horror|Thriller
75389;Burrowers, The (2008);Horror|Thriller|Western
75395;Frozen (2010);Drama|Horror|Thriller
75397;Torrid Zone (1940);Action|Adventure|Comedy
75408;Lupin III: Sweet Lost Night (Rupan Sansei: Sweet Lost Night) (2008);Action|Animation|Comedy|Crime|Drama|Mystery|Romance|Thriller
75425;Survival of the Dead (2009);Horror
75440;Will Ferrell: You're Welcome America - A Final Night with George W Bush (2009);Comedy
75803;Our Family Wedding (2010);Comedy
75805;Bounty Hunter, The (2010);Action|Comedy|Romance
75813;Leaves of Grass (2009);Comedy|Crime|Drama|Thriller
75818;Afghan Star (2009);Documentary
75820;I Was A Communist for the FBI (1951);Drama|Film-Noir|Thriller
75940;Seventh Veil, The (1945);Drama
75983;North Face (Nordwand) (2008);Adventure|Drama
75985;Repo Men (2010);Action|Sci-Fi|Thriller
75990;Apprenticeship of Duddy Kravitz, The (1974);Comedy|Drama
75992;Brothers Karamazov, The (1958);Drama
76030;Case 39 (2009);Horror|Thriller
76054;Oceans (Oc칠ans) (2009);Documentary|Drama
76077;Hot Tub Time Machine (2010);Comedy|Sci-Fi
76079;Chloe (2009);Drama|Thriller
76089;Flesh and the Devil (1926);Drama|Romance
76091;Mother (Madeo) (2009);Crime|Drama|Mystery|Thriller
76093;How to Train Your Dragon (2010);Adventure|Animation|Children|Fantasy|IMAX
76121;Dark Mirror (2007);Thriller
76130;Universal Soldier: Regeneration (2009);Action|Drama|Sci-Fi|Thriller
76147;I Hate Valentine's Day (2009);Comedy|Romance
76153;Lupin III: First Contact (Rupan Sansei: Faasuto Kontakuto) (2002);Action|Animation|Comedy|Crime|Drama|Mystery|Romance|Thriller
76158;Air Doll (K칱ki ningy칪) (2009);Drama
76173;Micmacs (Micmacs ? tire-larigot) (2009);Comedy|Crime
76175;Clash of the Titans (2010);Action|Adventure|Drama|Fantasy
76189;Growth (2009);Sci-Fi|Thriller
76210;Defendor (2009);Comedy|Crime|Drama
76244;Glorious 39 (2009);Drama|Romance|Thriller|War
76251;Kick-Ass (2010);Action|Comedy
76255;Varg Veum - Bitter Flowers (Varg Veum - Bitre Blomster) (2007);Crime|Drama|Thriller
76258;Varg Veum - Fallen Angels (Varg Veum - Falne Engler) (2008);Crime|Drama|Thriller
76272;Five Minutes of Heaven (2009);Crime|Drama|Thriller
76293;Date Night (2010);Action|Comedy|Romance
76312;Brink's Job, The (1978);Comedy|Crime|Drama
76317;After.Life (2009);Drama|Horror|Thriller
76738;Steam of Life (Miesten vuoro) (2010);Documentary
76753;Final, The (2010);Drama|Horror|Thriller
76755;Peacock (2010);Thriller
76763;Runaways, The (2010);Drama|Musical
76772;Carne (1991);Drama|Thriller
76778;Rembrandt's J'accuse (2008);Documentary|Mystery
76811;It! The Terror from Beyond Space (1958);Horror|Sci-Fi|Thriller
76873;Angel of Death (2009);Action|Crime|Thriller
77181;Ascent of Money, The (2008);Documentary
77191;Death at a Funeral (2010);Comedy
77201;Valhalla Rising (2009);Action|Drama|War
77206;Diary of a Wimpy Kid (2010);Children|Comedy
77208;Skin (2008);Drama|Mystery
77212;Out of the Fog (1941);Crime|Drama|Film-Noir
77223;Caddy, The (1953);Comedy|Musical
77240;I Am Love (Io sono l'amore) (2009);Drama|Romance
77266;Disgrace (2008);Drama
77291;Aria (1987);Comedy|Drama
77293;Silent Partner, The (1978);Crime|Drama|Thriller
77307;Dogtooth (Kynodontas) (2009);Drama
77328;Red Riding: 1974 (2009);Crime|Drama|Mystery|Thriller
77330;Red Riding: 1980 (2009);Crime|Drama|Mystery
77351;Glory to the Filmmaker! (Kantoku 췅 Banzai!) (2007);Comedy|Drama
77353;Achilles and the Tortoise (Akiresu to kame) (2008);Comedy
77359;Red Riding: 1983 (2009);Crime|Drama|Mystery
77364;Losers, The (2010);Action|Adventure|Drama|Mystery|Thriller
77414;Last Song, The (2010);Drama|Romance
77416;Chained Heat (1983);Action|Crime|Drama|Thriller
77421;Cyrus (2010);Comedy|Drama|Romance
77427;Human Centipede, The (First Sequence) (2009);Horror
77449;Ben (1972);Horror|Thriller
77455;Exit Through the Gift Shop (2010);Comedy|Documentary
77493;Night Must Fall (1937);Thriller
77496;Night Train to Munich (1941);Film-Noir|Thriller|War
77540;Solomon Kane (2009);Action|Adventure|Fantasy|Horror
77550;Blood and Sand (1941);Drama
77561;Iron Man 2 (2010);Action|Adventure|Sci-Fi|Thriller|IMAX
77596;Lebanon (2009);Drama|War
77613;Johnny Angel (1945);Crime|Drama|Film-Noir
77658;Cosmos (1980);Documentary
77665;Marmaduke (2010);Comedy
77667;MacGruber (2010);Action|Comedy
77682;Three (a.k.a. 3 Extremes II) (Saam gaang) (2002);Horror|Mystery
77688;Three Men and a Cradle (3 hommes et un couffin) (1985);Comedy
77731;Vengeance (Fuk sau) (2009);Action|Crime|Thriller
77752;Getting Any? (Minn칙-yatteruka!) (1994);Comedy
77780;Virtuality (2009);Drama|Sci-Fi|Thriller
77783;Tora-san Our Lovable Tramp (Otoko wa tsurai yo) (1969);Comedy|Drama|Romance
77788;Good Heart, The (2009);Drama
77795;Cargo (2009);Sci-Fi
77798;Nightmare on Elm Street, A (2010);Fantasy|Horror|Thriller
77800;Four Lions (2010);Comedy|Drama
77810;Diary of a Nymphomaniac (Diario de una Ninf칩mana) (2008);Drama
77831;Fine, Totally Fine (Zenzen Daijobu) (2008);Comedy
77837;You Don't Know Jack (2010);Drama
77843;Disappearance of Alice Creed, The (2009);Thriller
77846;12 Angry Men (1997);Crime|Drama
77866;Robin Hood (2010);Action|Adventure|Drama|Romance|War
77893;Merantau (2009);Action|Drama
77941;In a Dark Place (2006);Horror|Mystery|Thriller
77983;Rancho Notorious (1952);Drama|Western
78003;Dirty Carnival, A (Biyeolhan geori) (2006);Action|Crime|Thriller
78022;Halo Legends (2010);Action|Animation|Sci-Fi
78032;Dread (2009);Horror
78034;Cemetery Junction (2010);Comedy|Drama|Romance
78039;Blue Valentine (2010);Drama|Romance
78041;Killers (2010);Action|Comedy
78088;Buried (2010);Mystery|Thriller
78105;Prince of Persia: The Sands of Time (2010);Action|Adventure|Fantasy|Romance|IMAX
78116;Please Give (2010);Comedy|Drama
78128;True Legend (Su Qi-Er) (2010);Action|Drama
78160;Ricky Gervais Live: Animals (2003);Comedy
78162;Ricky Gervais Live 2: Politics (2004);Comedy
78174;Sex and the City 2 (2010);Comedy|Drama|Romance
78209;Get Him to the Greek (2010);Comedy
78218;Unthinkable (2010);Drama|Thriller
78235;Betrayal (1983);Drama|Thriller
78245;Romeo and Juliet (1936);Drama|Romance
78247;Drawn Together Movie: The Movie!, The (2010);Animation|Comedy
78264;Back-up Plan, The (2010);Comedy|Romance
78266;Splice (2009);Horror|Sci-Fi|Thriller
78272;Tale of Winter, A (a.k.a. A Winter's Tale) (Conte d'hiver) (1992);Drama
78295;Knack ...and How to Get It, The (1965);Comedy
78316;Letters to Juliet (2010);Drama|Romance
78321;41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It, The (2010);Comedy
78349;Exam (2009);Mystery|Thriller
78381;Blood Wedding (Bodas de sangre) (1981);Drama|Musical|Romance
78420;House on Telegraph Hill, The (1951);Drama|Film-Noir|Mystery|Thriller
78422;How About You... (2007);Comedy|Drama
78438;Edge of the City (1957);Drama|Film-Noir
78467;Jonah Hex (2010);Action|Drama|Thriller|Western
78469;A-Team, The (2010);Action|Comedy|Thriller
78483;Gigot (1962);Comedy
78499;Toy Story 3 (2010);Adventure|Animation|Children|Comedy|Fantasy|IMAX
78517;Joan Rivers: A Piece of Work (2010);Documentary
78528;East Side, West Side (1949);Crime|Drama|Romance
78544;Ricky Gervais Live 3: Fame (2007);Comedy
78574;Winter's Bone (2010);Drama|Thriller
78579;Tell-Tale (2009);Drama|Horror|Sci-Fi|Thriller
78612;Mandingo (1975);Action|Romance
78637;Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010);Adventure|Animation|Children|Comedy|Fantasy|IMAX
78679;Killer Inside Me, The (2010);Crime|Drama|Thriller|Western
78703;TiMER (2009);Comedy|Drama|Fantasy|Romance
78715;Woman of Affairs, A (1928);Drama
78729;24: Redemption (2008);Action|Adventure|Crime|Drama|Thriller
78746;Best Worst Movie (2009);Documentary
78757;Deal, The (2003);Drama
78759;Special Relationship, The (2010);Drama
78765;Three Comrades (1938);Drama
78772;Twilight Saga: Eclipse, The (2010);Fantasy|Romance|Thriller|IMAX
78774;Solitary Man (2009);Comedy|Drama
78827;Bluebeard (Barbe Bleue) (2009);Fantasy
78829;Betrayal, The (Nerakhoon) (2008);Documentary
78893;Last Airbender, The (2010);Action|Adventure|Fantasy
78903;State of Siege (?tat de si칟ge) (1972);Drama|Thriller
78905;Whirlpool (1949);Crime|Drama|Film-Noir|Mystery
78944;Culloden (The Battle of Culloden) (1964);Documentary|Drama|War
78967;Island of Dr. Moreau, The (1977);Adventure|Fantasy|Horror|Romance|Sci-Fi|Thriller
78978;Cousins, The (Cousins, Les) (1959);Drama|Romance
78982;Gumshoe (1971);Comedy|Crime|Drama|Mystery
79008;South Park: Imaginationland (2008);Animation|Comedy|Fantasy
79057;Predators (2010);Action|Sci-Fi|Thriller
79091;Despicable Me (2010);Animation|Children|Comedy|Crime
79132;Inception (2010);Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX
79134;Grown Ups (2010);Comedy
79139;Sorcerer's Apprentice, The (2010);Action|Adventure|Children|Comedy|Fantasy
79185;Knight and Day (2010);Action|Comedy|Romance
79203;Nightwatching (2007);Drama|Mystery
79224;Karate Kid, The (2010);Action|Children|Drama
79242;Kids Are All Right, The (2010);Comedy|Drama
79251;Serbian Film, A (Srpski film) (2010);Horror|Thriller
79274;Batman: Under the Red Hood (2010);Action|Animation
79293;Salt (2010);Action|Thriller
79318;Winnebago Man (2009);Comedy|Documentary
79321;Crime of Passion (1958);Crime|Drama|Film-Noir
79357;Mr. Nobody (2009);Drama|Fantasy|Romance|Sci-Fi
79388;Play Dirty (1969);Action|Adventure|Drama|War
79397;George Washington Slept Here (1942);Comedy
79428;Dinner for Schmucks (2010);Comedy
79467;Mid-August Lunch (Pranzo di ferragosto) (2008);Comedy|Drama
79473;Olivier, Olivier (1992);Drama
79477;Taking Off (1971);Comedy|Drama
79496;Restless (Uro) (2006);Action|Crime|Thriller
79533;Bugs Bunny / Road Runner Movie, The (a.k.a. The Great American Chase) (1979);Animation|Children|Comedy
79539;Here and There (Tamo i ovde) (2009);Comedy|Drama
79553;Ip Man 2 (2010);Action
79590;Rebound, The (2009);Comedy|Romance
79592;Other Guys, The (2010);Action|Comedy
79596;Lineup, The (1958);Crime|Drama|Film-Noir
79617;She-Wolf of London (1946);Action|Drama|Horror|Mystery
79633;Kautokeino Rebellion, The (Kautokeino-oppr칮ret) (2008);Drama
79642;Dreamboat (1952);Comedy
79663;Triage (2009);Drama|War
79677;Two Escobars, The (2010);Crime|Documentary
79695;Expendables, The (2010);Action|Adventure|Thriller
79702;Scott Pilgrim vs. the World (2010);Action|Comedy|Fantasy|Musical|Romance
79711;Svengali (1931);Drama|Horror
79720;Animal Kingdom (2010);Crime|Drama
79796;Centurion (2010);Action|Adventure|Drama|Thriller|War
79800;Life During Wartime (2009);Comedy|Drama
79809;Cluny Brown (1946);Comedy|Romance
79830;Captain Conan (Capitaine Conan) (1996);Drama|War
79832;Easy Living (1937);Comedy|Romance
79860;Experiment, The (2010);Drama|Thriller
79863;Black Water (2007);Adventure|Drama|Horror|Thriller
79868;Heartless (2009);Fantasy|Horror|Mystery|Thriller
79879;Piranha (Piranha 3D) (2010);Action|Horror|Thriller
79897;Get Low (2009);Comedy|Drama|Mystery
79927;Terribly Happy (Frygtelig lykkelig) (2008);Crime|Drama|Film-Noir|Thriller
79929;Eclipse, The (2009);Drama|Horror|Thriller
79946;Joneses, The (2009);Comedy|Drama
79972;Girl on the Train, The (La fille du RER) (2009);Drama
79994;Wild Grass (Herbes folles, Les) (2009);Drama|Romance
80026;Tekken (2010);Action|Sci-Fi
80044;Don Quixote (2000);Adventure|Comedy|Drama|Romance
80083;Dragon Ball Z: Dead Zone (Doragon b칪ru Z 1: Ora no Gohan wo kaese) (1989);Action|Adventure|Animation|Fantasy|Sci-Fi
80094;Last Exorcism, The (2010);Horror|Thriller
